ΗΜΕΡΟΜΗΝΙΑ ΥΠΟΒΟΛΗΣ ΑΙΤΗΣΗΣ,AΡΙΘΜΟΣ ΜΗΤΡΩΟΥ ΑΔΕΙΩΝ,ΗΜΕΡΟΜΗΝΙΑ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΗΜΕΡΟΜΗΝΙΑ ΛΗΞΗΣ ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΠΕΡΙΦΕΡΕΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,ΔΗΜΟΣ,ΜΕΓΙΣΤΗ ΙΣΧΥΣ (MW),ΤΕΧΝΟΛΟΓΙΑ,ΜΗΝΑΣ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΕΒΔΟΜΑΔΑ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΔΙΑΣΤΗΜΑ ΕΓΚΡΙΣΗΣ ΣΕ ΜΗΝΕΣ,ΔΙΑΣΤΗΜΑ ΕΓΚΡΙΣΗΣ ΣΕ ΕΒΔΟΜΑΔΕΣ,ΔΙΑΡΚΕΙΑ ΑΔΕΙΑΣ ΣΕ ΜΗΝΕΣ,ΔΙΑΡΚΕΙΑ ΑΔΕΙΑΣ ΣΕ ΕΒΔΟΜΑΔΕΣ
2007-04-10 00:00:00,ΑΔ-03401,2014-07-10 00:00:00,2039-07-10 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ - ΕΒΡΟΥ,ΑΡΡΙΑΝΩΝ - ΣΟΥΦΛΙΟΥ,51.2,ΑΙΟΛΙΚΑ ,2014-07,2014-27,86,378,299,1304
2013-09-10 00:00:00,ΑΔ-03402,2014-07-10 00:00:00,2039-07-10 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,14.9,ΑΙΟΛΙΚΑ,2014-07,2014-27,9,43,299,1304
2013-09-10 00:00:00,ΑΔ-03403,2014-07-17 00:00:00,2039-07-17 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,15.0,ΑΙΟΛΙΚΑ,2014-07,2014-28,10,44,299,1304
2013-09-09 00:00:00,ΑΔ-03407,2014-07-17 00:00:00,2039-07-17 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,3.0,ΑΙΟΛΙΚΑ,2014-07,2014-28,10,44,299,1304
2013-09-10 00:00:00,ΑΔ-03408,2014-07-17 00:00:00,2039-07-17 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,2.4,ΑΙΟΛΙΚΑ,2014-07,2014-28,10,44,299,1304
2014-03-10 00:00:00,ΑΔ-03415,2014-08-27 00:00:00,2039-08-27 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,2.99,ΑΙΟΛΙΚΑ,2014-08,2014-34,5,24,299,1304
2011-08-10 00:00:00,ΑΔ-03416,2014-08-27 00:00:00,2039-08-27 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,3.0,ΑΙΟΛΙΚΑ,2014-08,2014-34,36,159,299,1304
2001-02-19 00:00:00,ΑΔ-03421,2014-09-18 00:00:00,2039-09-18 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΜΟΝΕΜΒΑΣΙΑΣ,8.5,ΑΙΟΛΙΚΑ,2014-09,2014-37,162,708,299,1304
2009-08-10 00:00:00,ΑΔ-03422,2014-09-18 00:00:00,2039-09-18 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΝΑΥΠΑΚΤΙΑΣ,30.0,ΑΙΟΛΙΚΑ,2014-09,2014-37,61,266,299,1304
2014-06-06 00:00:00,ΑΔ-03423,2014-09-25 00:00:00,2039-09-25 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΙΛΚΙΣ,ΠΑΙΟΝΙΑΣ,36.0,ΑΙΟΛΙΚΑ,2014-09,2014-38,3,15,299,1304
2008-10-10 00:00:00,ΑΔ-03424,2014-10-09 00:00:00,2039-10-09 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,20.0,ΑΙΟΛΙΚΑ,2014-10,2014-40,71,312,299,1304
2008-10-10 00:00:00,ΑΔ-03425,2014-10-09 00:00:00,2039-10-09 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,52.5,ΑΙΟΛΙΚΑ,2014-10,2014-40,71,312,299,1304
2014-03-10 00:00:00,ΑΔ-03426,2014-10-09 00:00:00,2039-10-09 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,0.8,ΑΙΟΛΙΚΑ  ,2014-10,2014-40,6,30,299,1304
2009-06-10 00:00:00,ΑΔ-03427,2014-10-09 00:00:00,2039-10-09 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,20.0,ΑΙΟΛΙΚΑ,2014-10,2014-40,63,278,299,1304
2014-06-10 00:00:00,ΑΔ-03431,2014-10-16 00:00:00,2039-10-16 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,2.99,ΑΙΟΛΙΚΑ,2014-10,2014-41,4,18,299,1304
2009-10-08 00:00:00,ΑΔ-03432,2014-10-16 00:00:00,2039-10-16 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ ,ΚΟΜΟΤΗΝΗΣ,14.0,ΑΙΟΛΙΚΑ,2014-10,2014-41,60,262,299,1304
2011-04-08 00:00:00,ΑΔ-03442,2014-10-23 00:00:00,2039-10-23 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,30.0,ΑΙΟΛΙΚΑ,2014-10,2014-42,42,184,299,1304
2014-03-11 00:00:00,ΑΔ-03443,2014-10-23 00:00:00,2039-10-23 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ - ΡΟΔΟΠΗΣ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ - ΑΡΡΙΑΝΩΝ,28.8,ΑΙΟΛΙΚΑ,2014-10,2014-42,7,32,299,1304
2014-09-10 00:00:00,ΑΔ-03448,2014-11-20 00:00:00,2039-11-20 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΡΥΤΑΝΙΑΣ,ΚΑΡΠΕΝΗΣΙΟΥ,0.2,ΜΥΗΕ,2014-11,2014-46,2,10,299,1304
2005-08-03 00:00:00,ΑΔ-03451,2014-11-20 00:00:00,2039-11-20 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΚΑΔΙΑΣ,ΒΟΡΕΙΑΣ ΚΥΝΟΥΡΙΑΣ - ΤΡΙΠΟΛΗΣ,18.0,ΑΙΟΛΙΚΑ,2014-11,2014-46,111,485,299,1304
2014-06-10 00:00:00,ΑΔ-03454,2014-12-04 00:00:00,2039-12-04 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΩΒΑΣ - ΑΝΤΙΚΥΡΑΣ,2.0,ΑΙΟΛΙΚΑ,2014-12,2014-48,5,25,299,1304
2011-12-12 00:00:00,ΑΔ-03455,2014-12-04 00:00:00,2039-12-04 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,36.0,ΑΙΟΛΙΚΑ,2014-12,2014-48,35,155,299,1304
2011-08-09 00:00:00,ΑΔ-03456,2014-12-04 00:00:00,2039-12-04 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,"ΑΡΡΙΑΝΩΝ, ΚΟΜΟΤΗΝΗΣ",84.0,ΑΙΟΛΙΚΑ,2014-12,2014-48,39,173,299,1304
2011-12-12 00:00:00,ΑΔ-03457,2014-12-18 00:00:00,2039-12-18 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,24.0,ΑΙΟΛΙΚΑ,2014-12,2014-50,36,157,299,1304
2011-12-12 00:00:00,ΑΔ-03458,2014-12-18 00:00:00,2039-12-18 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,29.4,ΑΙΟΛΙΚΑ,2014-12,2014-50,36,157,299,1304
2011-12-12 00:00:00,ΑΔ-03459,2014-12-18 00:00:00,2039-12-18 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,10.0,ΑΙΟΛΙΚΑ,2014-12,2014-50,36,157,299,1304
2014-03-10 00:00:00,ΑΔ-03460,2014-12-18 00:00:00,2039-12-18 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΤΡΙΚΑΛΩΝ,ΜΕΤΕΩΡΩΝ,0.999,ΜΥΗΕ,2014-12,2014-50,9,40,299,1304
2011-06-08 00:00:00,ΑΔ-03461,2014-12-18 00:00:00,2039-12-18 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΡΥΤΑΝΙΑΣ,ΑΓΡΑΦΩΝ,1.662,ΜΥΗΕ,2014-12,2014-50,42,184,299,1304
2006-06-20 00:00:00,ΑΔ-03462,2014-12-18 00:00:00,2039-12-18 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΧΑΙΑΣ,ΚΑΛΑΒΡΥΤΩΝ,4.0,ΑΙΟΛΙΚΑ,2014-12,2014-50,101,443,299,1304
2014-09-09 00:00:00,ΑΔ-03463,2015-01-15 00:00:00,2040-01-15 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΑΚΤΙΟΥ - ΒΟΝΙΤΣΑΣ,2.35,ΑΙΟΛΙΚΑ,2015-01,2015-02,4,18,299,1304
2011-02-08 00:00:00,ΑΔ-03464,2015-02-05 00:00:00,2040-02-05 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,14.4,ΑΙΟΛΙΚΑ,2015-02,2015-05,47,208,299,1304
2011-06-01 00:00:00,ΑΔ-03465,2015-02-05 00:00:00,2040-02-05 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΠΡΟΣΟΤΣΑΝΗΣ,2.179,ΦΩΤΟΒΟΛΤΑΪΚΑ,2015-02,2015-05,44,192,299,1304
2011-06-01 00:00:00,ΑΔ-03466,2015-02-05 00:00:00,2040-02-05 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΔΡΑΜΑΣ,ΔΡΑΜΑΣ,2.793,ΦΩΤΟΒΟΛΤΑΪΚΑ,2015-02,2015-05,44,192,299,1304
2006-06-20 00:00:00,ΑΔ-03467,2015-02-05 00:00:00,2040-02-05 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΕΥΡΩΤΑ,16.95,ΑΙΟΛΙΚΑ ,2015-02,2015-05,103,450,299,1304
2008-04-08 00:00:00,ΑΔ-03468,2015-02-05 00:00:00,2040-02-05 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΚΑΔΙΑΣ,ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ,16.0,ΑΙΟΛΙΚΑ ,2015-02,2015-05,81,356,299,1304
2012-03-09 00:00:00,ΑΔ-03470,2015-02-05 00:00:00,2040-02-05 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΟΡΧΟΜΕΝΟΥ,9.9,ΦΩΤΟΒΟΛΤΑΪΚΑ,2015-02,2015-05,34,151,299,1304
2011-10-10 00:00:00,ΑΔ-03471,2015-02-05 00:00:00,2040-02-05 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΘΙΩΤΙΔΑΣ,ΛΟΚΡΩΝ,15.0,ΦΩΤΟΒΟΛΤΑΪΚΑ,2015-02,2015-05,39,173,299,1304
2006-04-05 00:00:00,ΑΔ-03478,2015-04-30 00:00:00,2040-04-30 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΣΟΥΦΛΙΟΥ,39.6,ΑΙΟΛΙΚΑ ,2015-04,2015-17,108,473,300,1304
2001-02-19 00:00:00,ΑΔ-03480,2015-04-21 00:00:00,2040-04-21 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΜΟΝΕΜΒΑΣΙΑΣ,16.2,ΑΙΟΛΙΚΑ ,2015-04,2015-16,169,739,300,1304
2008-04-10 00:00:00,ΑΔ-03485,2015-04-21 00:00:00,2040-04-21 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΚΑΔΙΑΣ,ΤΡΙΠΟΛΗΣ,12.0,ΑΙΟΛΙΚΑ ,2015-04,2015-16,84,366,300,1304
2012-03-06 00:00:00,ΑΔ-03486,2015-04-21 00:00:00,2040-04-21 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΗΜΑΘΙΑΣ,ΒΕΡΟΙΑΣ,0.55,ΜΥΗΕ,2015-04,2015-16,37,163,300,1304
2012-06-11 00:00:00,ΑΔ-03487,2015-04-21 00:00:00,2040-04-21 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΗΜΑΘΙΑΣ,ΒΕΡΟΙΑΣ,0.18,ΜΥΗΕ,2015-04,2015-16,34,149,300,1304
2012-06-11 00:00:00,ΑΔ-03488,2015-04-21 00:00:00,2040-04-21 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΗΜΑΘΙΑΣ,ΒΕΡΟΙΑΣ,0.2,ΜΥΗΕ,2015-04,2015-16,34,149,300,1304
2008-04-08 00:00:00,ΑΔ-03489,2015-04-21 00:00:00,2040-04-21 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ - ΑΡΚΑΔΙΑΣ,ΕΥΡΩΤΑ - ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ,15.0,ΑΙΟΛΙΚΑ ,2015-04,2015-16,84,367,300,1304
2009-06-10 00:00:00,ΑΔ-03490,2015-04-21 00:00:00,2040-04-21 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,20.7,ΑΙΟΛΙΚΑ,2015-04,2015-16,70,305,300,1304
2009-06-10 00:00:00,ΑΔ-03491,2015-04-21 00:00:00,2040-04-21 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,18.4,ΑΙΟΛΙΚΑ,2015-04,2015-16,70,305,300,1304
2008-10-10 00:00:00,ΑΔ-03496,2015-05-28 00:00:00,2040-05-28 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,15.0,ΑΙΟΛΙΚΑ,2015-05,2015-21,79,345,300,1304
2013-06-10 00:00:00,ΑΔ-03502,2015-09-03 00:00:00,2040-09-03 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΝΑΥΠΑΚΤΙΑΣ,1.75,ΜΥΗΕ,2015-09,2015-35,26,116,300,1304
2014-12-10 00:00:00,ΑΔ-03503,2015-09-17 00:00:00,2040-09-17 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,4.7,ΑΙΟΛΙΚΑ,2015-09,2015-37,9,40,300,1304
2014-12-10 00:00:00,ΑΔ-03504,2015-09-17 00:00:00,2040-09-17 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,2.99,ΑΙΟΛΙΚΑ,2015-09,2015-37,9,40,300,1304
2014-12-10 00:00:00,ΑΔ-03505,2015-09-17 00:00:00,2040-09-17 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,2.35,ΑΙΟΛΙΚΑ,2015-09,2015-37,9,40,300,1304
2014-12-10 00:00:00,ΑΔ-03506,2015-09-17 00:00:00,2040-09-17 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,2.35,ΑΙΟΛΙΚΑ,2015-09,2015-37,9,40,300,1304
2011-12-12 00:00:00,ΑΔ-03509,2015-10-15 00:00:00,2040-10-15 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΦΛΩΡΙΝΑΣ,ΑΜΥΝΤΑΙΟΥ,25.0,ΒΙΟΜΑΖΑ,2015-10,2015-41,46,200,300,1304
2008-06-10 00:00:00,ΑΔ-03510,2015-10-15 00:00:00,2040-10-15 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΕΥΡΩΤΑ,18.0,ΑΙΟΛΙΚΑ,2015-10,2015-41,88,383,300,1304
2005-11-18 00:00:00,ΑΔ-03514,2015-10-15 00:00:00,2040-10-15 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΧΑΙΑΣ,ΑΙΓΙΑΛΕΙΑΣ - ΕΡΥΜΑΝΘΟΥ,25.5,ΑΙΟΛΙΚΑ ,2015-10,2015-41,118,516,300,1304
2014-12-10 00:00:00,ΑΔ-03515,2015-11-16 00:00:00,2040-11-16 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΗΛΕΙΑΣ,ΠΥΡΓΟΥ,1.2,ΒΙΟΜΑΖΑ,2015-11,2015-46,11,48,300,1304
2008-04-10 00:00:00,ΑΔ-03516,2015-11-23 00:00:00,2040-11-23 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΕΡΜΙΟΝΙΔΑΣ,2.55,ΑΙΟΛΙΚΑ ,2015-11,2015-47,91,397,300,1304
2014-06-11 00:00:00,ΑΔ-03519,2015-12-01 00:00:00,2040-12-01 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,"ΔΙΣΤΟΜΟΥ -ΑΡΑΧΩΒΑΣ- ΑΝΤΙΚΥΡΑΣ, ΛΕΒΑΔΕΩΝ",2.99,ΑΙΟΛΙΚΑ,2015-12,2015-48,17,76,300,1304
2006-03-17 00:00:00,ΑΔ-03520,2015-12-01 00:00:00,2040-12-01 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ - ΚΟΡΙΝΘΙΑΣ,ΝΑΥΠΛΙΕΩΝ - ΚΟΡΙΝΘΙΩΝ,44.0,ΑΙΟΛΙΚΑ ,2015-12,2015-48,116,506,300,1304
2011-12-09 00:00:00,ΑΔ-03521,2015-12-01 00:00:00,2040-12-01 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΣΕΡΒΙΩΝ - ΒΕΛΒΕΝΤΟΥ,16.397,ΦΩΤΟΒΟΛΤΑΪΚΑ,2015-12,2015-48,47,207,300,1304
2012-06-08 00:00:00,ΑΔ-03523,2015-12-01 00:00:00,2040-12-01 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΚΟΖΑΝΗΣ,ΣΕΡΒΙΩΝ -ΒΕΛΒΕΝΤΟΥ,16.397,ΦΩΤΟΒΟΛΤΑΪΚΑ,2015-12,2015-48,41,181,300,1304
2015-03-10 00:00:00,ΑΔ-03527,2015-12-01 00:00:00,2040-12-01 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΚΑΡΔΙΤΣΑΣ,ΣΟΦΑΔΩΝ,1.63,ΜΥΗΕ,2015-12,2015-48,8,38,300,1304
2002-04-18 00:00:00,ΑΔ-03530,2016-03-09 00:00:00,2041-03-09 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΒΟΙΑΣ,ΚΑΡΥΣΤΟΥ,18.0,ΑΙΟΛΙΚΑ ,2016-03,2016-10,166,724,299,1304
2002-04-23 00:00:00,ΑΔ-03531,2016-03-09 00:00:00,2041-03-09 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΒΟΙΑΣ,ΚΑΡΥΣΤΟΥ,6.9,ΑΙΟΛΙΚΑ ,2016-03,2016-10,166,724,299,1304
2002-04-26 00:00:00,ΑΔ-03532,2016-03-09 00:00:00,2041-03-09 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΒΟΙΑΣ,ΚΑΡΥΣΤΟΥ,3.0,ΑΙΟΛΙΚΑ ,2016-03,2016-10,166,723,299,1304
2012-09-10 00:00:00,ΑΔ-03533,2016-03-09 00:00:00,2041-03-09 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΙΕΡΙΑΣ,ΚΑΤΕΡΙΝΗΣ,1.18,ΜΥΗΕ,2016-03,2016-10,41,182,299,1304
2008-02-07 00:00:00,ΑΔ-03534,2016-03-09 00:00:00,2041-03-09 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ - ΑΡΚΑΔΙΑΣ,ΕΥΡΩΤΑ - ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ,20.0,ΑΙΟΛΙΚΑ ,2016-03,2016-10,97,421,299,1304
2015-03-10 00:00:00,ΑΔ-03535,2016-03-09 00:00:00,2041-03-09 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,33.0,ΑΙΟΛΙΚΑ,2016-03,2016-10,11,52,299,1304
2009-08-05 00:00:00,ΑΔ-03547,2016-09-08 00:00:00,2041-09-08 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,3.0,ΑΙΟΛΙΚΑ,2016-09,2016-36,85,370,299,1304
2014-12-10 00:00:00,ΑΔ-03548,2016-09-08 00:00:00,2041-09-08 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΩΒΑΣ - ΑΝΤΙΚΥΡΑΣ,2.3,ΑΙΟΛΙΚΑ,2016-09,2016-36,20,91,299,1304
2014-12-10 00:00:00,ΑΔ-03549,2016-09-08 00:00:00,2041-09-08 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΔΙΣΤΟΜΟΥ - ΑΡΑΧΩΒΑΣ - ΑΝΤΙΚΥΡΑΣ,2.3,ΑΙΟΛΙΚΑ,2016-09,2016-36,20,91,299,1304
2015-06-04 00:00:00,ΑΔ-03552,2016-09-08 00:00:00,2041-09-08 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΤΡΙΚΑΛΩΝ,ΠΥΛΗΣ,1.65,ΜΥΗΕ,2016-09,2016-36,15,66,299,1304
2015-06-04 00:00:00,ΑΔ-03553,2016-09-08 00:00:00,2041-09-08 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΤΡΙΚΑΛΩΝ,ΠΥΛΗΣ,0.8,ΜΥΗΕ,2016-09,2016-36,15,66,299,1304
2015-12-10 00:00:00,ΑΔ-03554,2016-09-08 00:00:00,2041-09-08 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,16.0,ΑΙΟΛΙΚΑ,2016-09,2016-36,8,39,299,1304
2015-12-04 00:00:00,ΑΔ-03555,2016-09-08 00:00:00,2041-09-08 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΦΩΚΙΔΑΣ,ΔΩΡΙΔΑΣ,2.78,ΑΙΟΛΙΚΑ,2016-09,2016-36,9,39,299,1304
